[65, 43, 95, 16]
[68, 40, 95, 16]
[68, 43, 92, 16]
[68, 43, 95, 13]
[69, 43, 95, 16]
[68, 44, 95, 16]
[68, 43, 96, 16]
[68, 43, 95, 17]
[71, 43, 95, 16]
[68, 46, 95, 16]
[68, 43, 98, 16]
[68, 43, 95, 19]
#################################################################
68.74543304451414,40.98179927511009,95.37612040024408,17.393014328097404
65.24775236301913,42.048489875097054,94.22769940498898,15.176432352341536
64.3472414950315,40.77056789932101,95.32747906673167,14.723483811098932
63.62121934355278,46.019949090750885,94.3026139866234,16.108394282972682
68.93145305583867,39.29709969419202,95.45110607795134,14.121112340802577
69.46216784454683,40.45259858506485,94.44904951873077,17.819743873074668
65.95225817893483,42.8468337823714,94.2420221387593,15.445732243450383
67.10037899409276,45.32291455756144,94.26037570495073,14.622730802981732
68.72899562040733,39.79083636534255,94.55623145886605,16.828701052907416
65.22173265698517,38.358073930822336,93.50755211386253,14.174041135421607
63.938500268722336,43.512991339425476,93.43275855623789,14.796891946739283
64.8947119607395,43.56596821587245,93.13905278455336,14.631609190903731
67.54657217940648,40.11645253010364,94.44040218210597,15.291372604727233
63.42901245394272,43.01938283510069,94.23053071752587,17.422938797674465
67.7126896432438,37.73364528521739,92.31132180881657,14.902158383084236
65.40935400832205,42.28066064028996,95.6007624478226,15.793904654370674
66.33658011387654,39.506895364396755,93.28598474306851,12.963612046940725
70.73346571504732,41.16301026946335,95.50938633688229,14.263270560200862
68.31110802041941,44.97902265140028,98.1087566939654,17.82723165000349
64.80996376541307,42.29645848914225,96.73368887444319,18.41358965087217
68.06847372974738,39.62006315718398,94.94291556744119,14.176500929469274
68.32488432566444,40.964552368020335,94.82897903816169,19.952331442991227
66.95579494360693,39.29080707386956,93.46221811060303,14.830543819849849
65.33716591319379,44.045014237486484,95.23154008016016,16.287255534096722
64.9144514417398,42.95447599914708,95.18584452785588,16.024739993450446
67.92184425610543,42.127894268053254,95.48461844148925,15.346873541041244
67.2703457976648,41.84784079224899,98.01362388328576,17.37706073006399
64.77574240466446,44.5789975958511,95.14701823757223,16.326179105478356
66.4640304736582,43.88552376170728,96.51895004694597,16.967089469621083
66.37969716807496,36.435891348199654,90.91401357481644,13.550349672576777
69.35755194233334,40.48707487888286,95.57668824665451,18.50874203264479
68.13353429516735,43.04920927105698,96.9159840536161,15.903709339737423
68.38210114550154,38.256874112646926,96.07665582511933,12.874592834788782
65.1898440877013,43.329860674514094,93.64976900817494,16.179553546411274
68.002741842852,42.03523231459744,96.82070954139513,15.916542575516795
65.41790605366967,44.366207730808576,98.22868671404358,15.343230753640414
70.11883380981689,43.14930348028385,98.19290608922162,16.654056532744526
